,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__reg_alpha,param_xgb__reg_lambda,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
197,0.8235629081726075,0.010990554551481157,0.008399343490600586,0.0013564171070469292,mle,1.0,4,50,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.8010991069755823,0.7687321759403818,0.7849318352372218,0.7926655132160427,0.7888518013570902,0.7872560865452638,0.010695558195269912,208
223,7.531877279281616,0.06793029851743743,0.011600399017333984,0.006248039942938353,mle,1.0,4,500,0.5,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7949530589729179,0.757418451674681,0.7875349162011172,0.7999510130909697,0.7956581469815449,0.7871031173842461,0.015370389500295331,209
204,1.7178149223327637,0.05529416290290551,0.0077036857604980465,0.0008690028465656857,mle,1.0,4,100,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7920465663315223,0.7663591040612835,0.79451294505128,0.7980697073292753,0.7838267019781758,0.7869630049503074,0.011318658557952404,210
247,4.698224306106567,0.025646638836505527,0.008601522445678711,0.000798993080477531,mle,1.0,6,200,0.5,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7951378047003477,0.7593387664189514,0.7836315975985991,0.800120382723255,0.7961909537763987,0.7868839010435105,0.0148274375573812,211
222,7.407469892501831,0.06120170271147134,0.007702827453613281,0.00039885044026641324,mle,1.0,4,500,0.5,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7931836632735902,0.74744738649847,0.7933039064454265,0.7994168473276076,0.7978886224854916,0.7862480852061171,0.01955658191329776,212
213,3.003969144821167,0.01357395874687019,0.007399940490722656,0.0004901547735693023,mle,1.0,4,200,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7958091342450925,0.7577333000270614,0.7898435545735012,0.792232969232052,0.7951018340045655,0.7861441584164546,0.01436375809603498,213
227,1.1367173194885254,0.0061582153159697155,0.0067996978759765625,0.0004001856809007463,mle,1.0,6,50,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.789400278940028,0.7589094277566144,0.7967798924372551,0.7996695989327107,0.785683690366122,0.786088577686546,0.014481614820424983,214
205,1.7749297618865967,0.013685034296135675,0.007103872299194336,0.0006647906843991878,mle,1.0,4,100,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7986844022565001,0.7627058223526717,0.7875349162011173,0.7918890185941799,0.7892931952214544,0.7860214709251847,0.01225880997797511,215
230,1.4542719364166259,0.015779673267305713,0.0068016529083251955,0.00040116844311985226,mle,1.0,6,50,0.5,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7925721809363225,0.7497163762776078,0.7882514800300177,0.8040732093721338,0.7947727474548029,0.785877198814177,0.01880580053745125,216
226,1.170227575302124,0.011091574903241438,0.006805038452148438,0.00023883823654632637,mle,1.0,6,50,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7958897978725619,0.7530522075813402,0.7728362378053866,0.8047454765279745,0.7993773473534651,0.7851802134281456,0.019409460707081477,217
202,1.3983695030212402,0.014173950347987513,0.009703493118286133,0.003252154882030068,mle,1.0,4,100,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.8002508378609047,0.7577697287620475,0.7900728549987492,0.7927228383223549,0.784714713302932,0.7851061946493977,0.014556626111330573,218
246,4.650910568237305,0.05333675014294527,0.007599735260009765,0.0004896096185245856,mle,1.0,6,200,0.5,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7938888195008222,0.7409006224109578,0.7864639789877429,0.8094383181856083,0.7944253783189422,0.7850234234808147,0.02328937894936068,219
221,7.273256158828735,0.047283005653194696,0.007199668884277343,0.0007485449731542153,mle,1.0,4,500,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7938992277108183,0.7552691563104976,0.7872951930292671,0.7920245143000084,0.794981691295922,0.7846939565293027,0.014945881577401461,220
234,2.301543092727661,0.021961807937009265,0.007102155685424804,0.000664759528798007,mle,1.0,6,100,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.792213097691459,0.7490424446803637,0.7775968273159344,0.8044380055032101,0.7989672950652688,0.7844515340512472,0.019855472009296223,221
209,2.886435794830322,0.022172650857138602,0.007800006866455078,0.0009798418454522047,mle,1.0,4,200,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7943623930556423,0.7539186910635107,0.7816095847577754,0.7984761944467607,0.7932683517987453,0.7843270430244867,0.016204358594086928,222
237,2.4043524265289307,0.03177960961122024,0.007400417327880859,0.0004896681755972477,mle,1.0,6,100,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7856949561814359,0.7506687274922459,0.7941533602935045,0.7919671891936964,0.798700891667842,0.7842370249657449,0.017298836631396412,223
229,1.3464495182037353,0.08119216895684535,0.007000446319580078,0.0006325606430339279,mle,1.0,6,50,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7806625866483482,0.75163148691688,0.7957949428833485,0.788897690319353,0.8040629129905608,0.784209923951698,0.01802369081246659,224
245,4.485577583312988,0.04426185004736166,0.008599948883056641,0.001356606813632388,mle,1.0,6,200,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7848909219592415,0.7479782052082683,0.7919880346869007,0.7985804219127824,0.7974785701972952,0.7841832307928975,0.018741743943481073,225
225,1.1438278198242187,0.002696140465788002,0.0064013957977294925,0.0004913642205888576,mle,1.0,6,50,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7879639459605737,0.7504917879223132,0.8008760318519137,0.7931788334862002,0.7863967112239407,0.7837814620889884,0.017395804149587323,226
255,8.06668791770935,0.21274795319498943,0.008005523681640625,0.0018749567921009771,mle,1.0,6,500,0.5,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.792665854826287,0.7498829076375445,0.7834022971733512,0.7985100683732178,0.7931116439179062,0.7835145543856614,0.017503234739140967,227
236,2.436161994934082,0.030147646047811304,0.0070003032684326175,4.6720309119857374e-07,mle,1.0,6,100,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7913622265242823,0.7553758404629571,0.7854086758942718,0.7930172809138664,0.7904188801654836,0.7831165807921722,0.014100641733954184,228
235,2.28923659324646,0.04690222075228984,0.00880603790283203,0.001569716691080703,mle,1.0,6,100,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7863376631486916,0.754428693353317,0.7888872675727508,0.7977361794380057,0.7876791040488093,0.7830137815123149,0.014840266357073025,229
212,3.029575967788696,0.011836323294880472,0.007800149917602539,0.0011664739580463412,mle,1.0,4,200,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.791494931201732,0.7583239659443368,0.7974234970399399,0.7942888559993331,0.7733821217202346,0.7829826743811152,0.014893274530419937,230
228,1.176232671737671,0.01584949233476642,0.007200860977172851,0.0004023791030521634,mle,1.0,6,50,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7919789129665481,0.7609754574408293,0.7841188610022513,0.7896507337613607,0.7861094134424019,0.7825666757226782,0.011134765959081834,231
233,2.1404135704040526,0.01125278833274196,0.007400131225585938,0.0007999659632689923,mle,1.0,6,100,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7913726347342783,0.7422094548179604,0.7976710372717418,0.7979368173100977,0.7828133243487481,0.7824006536965653,0.02083533634222061,232
242,4.348421955108643,0.022423055825561453,0.007405138015747071,0.0003753252365652512,mle,1.0,6,200,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7948619871354524,0.7448531401569558,0.7784228299841575,0.7986924664387559,0.7949059491535163,0.7823472745737676,0.02001357047509399,233
211,2.97926344871521,0.023149247623568726,0.006399679183959961,0.0004902324165248957,mle,1.0,4,200,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7871338912133892,0.7464638106538438,0.787409843241891,0.7950679563078463,0.7943391889844806,0.7820829380802902,0.018118701219299965,234
253,10.38929271697998,0.236387077949162,0.009202098846435547,0.001471354225890814,mle,1.0,6,500,0.5,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7818048876954141,0.7421652199254772,0.7875323105144667,0.8007092679062785,0.7963607206473079,0.781714481337789,0.020848566524305882,235
243,4.296127653121948,0.03305404434897569,0.007502555847167969,0.000447050717389604,mle,1.0,6,200,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7862465913112263,0.7472964674535272,0.7830140498624198,0.8034322104560994,0.785430345958765,0.7810839330084076,0.01838645170150064,236
201,1.384566640853882,0.017545574291116157,0.007903432846069336,0.002838613195176962,mle,1.0,4,100,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7927569266637525,0.7553706363579591,0.7831703910614526,0.7814688776786459,0.792134831460674,0.7809803326444968,0.013594135401291558,237
254,9.501573419570922,1.4002885128231688,0.007702064514160156,0.0003987372191955156,mle,1.0,6,500,0.5,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7893794625200357,0.7359202939278503,0.7825215750854665,0.8052353456182773,0.7915759066856806,0.780926516767462,0.023680731673455774,238
210,2.991254138946533,0.014707656887460925,0.007200956344604492,0.0003991176292725928,mle,1.0,4,200,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7933501946335269,0.7543636420408417,0.784189214541816,0.789212978404069,0.7834218732860075,0.7809075805812522,0.013751143515668165,239
220,7.2542399883270265,0.03582316383868518,0.007399749755859375,0.0007997990009901675,mle,1.0,4,500,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7929572847061762,0.7506895439122381,0.7986481697656966,0.7898148920203454,0.7719325738224708,0.7808084928453854,0.01750940013670083,240
208,2.9112335681915282,0.034757329923358164,0.008301734924316406,0.0011703100549203176,mle,1.0,4,200,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7962098503299403,0.7585139157767646,0.7870554698574168,0.7841449178687567,0.7775244333704208,0.7806897174406598,0.012610479304232806,241
219,7.1155918598175045,0.04769556564639436,0.007401180267333984,0.001021722500576438,mle,1.0,4,500,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7872717999958367,0.7431592039800994,0.7828264404235804,0.7985309138664222,0.7888021771948244,0.7801181070921526,0.019177671588048353,242
217,6.863026142120361,0.07604585986647107,0.007502365112304688,0.0004470518210681073,mle,1.0,4,500,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7911150315368762,0.7501196944149546,0.7822193154340031,0.790114545985158,0.7866813972074655,0.7800499969156915,0.015285513138844645,243
241,4.185989618301392,0.030083016719661133,0.0069999217987060545,7.294205923451593e-07,mle,1.0,6,200,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7946330065155395,0.73681539998751,0.7927358667556075,0.79479957058284,0.7798515454008849,0.7797670778484764,0.022181140297560308,244
244,4.420952081680298,0.03439340299708506,0.007703924179077148,0.000603356126066342,mle,1.0,6,200,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7885494077728512,0.7460969212514831,0.7840302676561328,0.7957454348369882,0.7843464497829596,0.7797536962600831,0.017350857013616622,245
250,10.08814458847046,0.05863765813224065,0.008302688598632812,0.0007489847924057258,mle,1.0,6,500,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7909042652844563,0.7362429484377276,0.7781544442591511,0.8012121654298341,0.7916568724241142,0.7796341391670566,0.022900471632693743,246
200,1.3930712699890138,0.017130596100129746,0.007702255249023437,0.0010785655415579097,mle,1.0,4,100,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7865484294011116,0.7673452819584089,0.7778078879346286,0.793025097973818,0.7709505377692112,0.7791354470074356,0.009546076221672787,247
224,1.2689518451690673,0.05123969575964619,0.007000112533569336,0.0006327114429255893,mle,1.0,6,50,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.773408064281105,0.7568251837049064,0.7882931710164263,0.7880273909780705,0.787282110750683,0.7787671841462382,0.01232210518210799,248
218,7.1161699295043945,0.07576555769655337,0.00750126838684082,0.0007743272502525386,mle,1.0,4,500,0,0.5,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",0.7899545161223173,0.7518032223818147,0.781502751605103,0.7909144917868756,0.7795433532352343,0.7787436670262691,0.014197547085286479,249
232,2.1777164459228517,0.013617474889150175,0.007401180267333984,0.0007993852257294947,mle,1.0,6,100,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7747064884781115,0.7517069464393514,0.7969075710831318,0.7836211748519969,0.7842628722465119,0.7782410106198208,0.015034619202694484,250
252,9.796489334106445,0.08597481649708733,0.008401441574096679,0.0004911144350551265,mle,1.0,6,500,0.5,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.785929140906347,0.7404218447511396,0.7810467564412574,0.7939787792879179,0.7831267401104268,0.7769006522994177,0.018760777047289283,251
249,9.853810930252076,0.09252625851442103,0.007801485061645508,0.0004008858044391061,mle,1.0,6,500,0,0,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",0.7878286392306251,0.7319235412893691,0.7884990202618195,0.7946588635037104,0.7796765549339475,0.7765173238438943,0.022800037498472366,252
251,9.853003597259521,0.17401416221149324,0.008001375198364257,0.0006348993273486171,mle,1.0,6,500,0,0.5,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",0.7846203084993444,0.7378145881471305,0.7833658175602435,0.7991484616026016,0.7763308416780279,0.7762560034974696,0.02060254211090166,253
248,9.838618087768555,0.09023997069166816,0.00860137939453125,0.0004903355101845479,mle,1.0,6,500,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7761766481400529,0.7430785403526302,0.7859063620445259,0.7901223630451097,0.7801048898082419,0.7750777606781121,0.01669747496070896,254
240,4.248497390747071,0.042452358373519114,0.00840134620666504,0.0010192466412115954,mle,1.0,6,200,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7763431794999895,0.7487249942754844,0.7924179729842408,0.7793582714917033,0.7778482963241555,0.7749385429151148,0.01430142844160287,255
216,6.8501229763031,0.05840843606041349,0.008199930191040039,0.0009797638429091618,mle,1.0,4,500,0,0,0.8,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",0.7901965070047253,0.7484986157080706,0.7835456099391311,0.7782039523055115,0.7706971933618542,0.7742283756638586,0.014367234100727941,256
417,0.0009999752044677734,1.784161275279017e-07,0.0,0.0,100,0.1,6,50,0,0,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",,,,,,,,257
418,0.0007997989654541015,0.0003998996071032651,0.0,0.0,100,0.1,6,50,0,0.5,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",,,,,,,,257
419,0.0009999275207519531,6.217195897295617e-07,0.0,0.0,100,0.1,6,50,0,0.5,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",,,,,,,,257
420,0.001199960708618164,0.00039982811353995464,0.0,0.0,100,0.1,6,50,0.5,0,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",,,,,,,,257
421,0.0008000373840332031,0.0004000193030543338,0.0,0.0,100,0.1,6,50,0.5,0,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",,,,,,,,257
422,0.0007997989654541015,0.0003998996639609502,0.0,0.0,100,0.1,6,50,0.5,0.5,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",,,,,,,,257
423,0.0008001327514648438,0.0004000664609833946,0.0,0.0,100,0.1,6,50,0.5,0.5,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",,,,,,,,257
424,0.000800180435180664,0.00040009028507666505,0.0,0.0,100,0.1,6,100,0,0,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",,,,,,,,257
425,0.0012000083923339843,0.00039980418283003683,0.0,0.0,100,0.1,6,100,0,0,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",,,,,,,,257
426,0.0007998943328857422,0.0003999471771024199,0.0,0.0,100,0.1,6,100,0,0.5,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",,,,,,,,257
427,0.0009991645812988282,1.3006383606897217e-06,0.0,0.0,100,0.1,6,100,0,0.5,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.9}",,,,,,,,257
428,0.001200723648071289,0.0004000447611829471,0.0,0.0,100,0.1,6,100,0.5,0,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.8}",,,,,,,,257
429,0.0006001949310302735,0.0004900571168092678,0.0,0.0,100,0.1,6,100,0.5,0,0.9,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0, 'xgb__subsample': 0.9}",,,,,,,,257
430,0.004400062561035156,0.0067997932651431125,0.0,0.0,100,0.1,6,100,0.5,0.5,0.8,"{'pca__n_components': 100, 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__reg_alpha': 0.5, 'xgb__reg_lambda': 0.5, 'xgb__subsample': 0.8}",,,,,,,,257
