,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
42,4.345651149749756,0.07636027897687782,0.007401180267333984,0.0004910926284513843,mle,0.1,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7868020304568528,0.7928934010152284,0.7723577235772358,0.7876016260162602,0.8008130081300813,0.7880935578391317,0.009320401601159121,37
37,4.6526600360870365,0.1600973196730149,0.007401371002197265,0.0004888961085383829,mle,0.1,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.783756345177665,0.7847715736040609,0.782520325203252,0.7926829268292683,0.7886178861788617,0.7864698113986216,0.0037165139677554334,38
13,8.818049001693726,0.3148065650449373,0.006601476669311523,0.0010190050301764708,mle,0.001,6,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.783756345177665,0.7908629441624365,0.7815040650406504,0.7764227642276422,0.7957317073170732,0.7856555651850934,0.0068517448826320385,39
44,7.992698287963867,0.057081726767609545,0.006702566146850586,0.000594687545490217,mle,0.1,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7807106598984772,0.7807106598984772,0.782520325203252,0.7886178861788617,0.7916666666666666,0.7848452395691469,0.0044801664032387035,40
36,4.5372401714324955,0.0618564816346957,0.006601285934448242,0.0004912112798636871,mle,0.1,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.782741116751269,0.7796954314720812,0.7794715447154471,0.7876016260162602,0.7876016260162602,0.7834222689942635,0.0036026534348098816,41
11,4.664338397979736,0.28325198416210573,0.0069997310638427734,0.0006330882567722335,mle,0.001,6,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7746192893401015,0.783756345177665,0.7764227642276422,0.782520325203252,0.7936991869918699,0.7822035821881063,0.00671713753231272,42
45,7.622828197479248,0.20284532160323424,0.0072002410888671875,0.0004005432980401085,mle,0.1,6,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.782741116751269,0.7796954314720812,0.7804878048780488,0.782520325203252,0.7845528455284553,0.7819995047666212,0.0017282813201994146,43
9,2.559115934371948,0.12127840509406537,0.007101964950561523,0.0006639516000782019,mle,0.001,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7736040609137056,0.7817258883248731,0.7754065040650406,0.7835365853658537,0.7947154471544715,0.7817976971647889,0.007454933637995362,44
39,12.063404226303101,0.07930271307269268,0.007400989532470703,0.0008008491499637992,mle,0.1,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7807106598984772,0.7736040609137056,0.7794715447154471,0.7804878048780488,0.7876016260162602,0.7803751392843877,0.0044499744617546,45
38,12.514805889129638,0.03843066281352496,0.00770258903503418,0.0008685934317495642,mle,0.1,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7847715736040609,0.7715736040609137,0.7764227642276422,0.7815040650406504,0.7784552845528455,0.7785454582972224,0.004486392283023141,46
46,19.96536054611206,0.13485284361146502,0.0082000732421875,0.0007483537658432654,mle,0.1,6,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7756345177664975,0.7705583756345178,0.7794715447154471,0.7774390243902439,0.7855691056910569,0.7777345136395526,0.0049069820216244425,47
47,19.51095700263977,0.24786225181072455,0.0076024532318115234,0.0010169353934267164,mle,0.1,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7756345177664975,0.7705583756345178,0.7723577235772358,0.7774390243902439,0.7815040650406504,0.7754987412818292,0.0038502013503855853,48
52,4.811960506439209,0.021929224353773313,0.007502317428588867,0.0006284599418931656,mle,1.0,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7573604060913706,0.7766497461928934,0.7652439024390244,0.7611788617886179,0.7804878048780488,0.7681841442779911,0.008920972963786473,49
61,6.34286413192749,0.1545884131878552,0.012200260162353515,0.007908927968967376,mle,1.0,6,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7725888324873097,0.7573604060913706,0.7632113821138211,0.7621951219512195,0.7764227642276422,0.7663557013742726,0.007047129627582909,50
63,7.394736480712891,1.0742728123510767,0.006502819061279297,0.0004459786437468927,mle,1.0,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7736040609137056,0.7583756345177665,0.7621951219512195,0.7672764227642277,0.7693089430894309,0.76615203664727,0.0053458876172938095,51
54,10.9465989112854,0.086099714253771,0.007304143905639648,0.0006048978359092934,mle,1.0,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7654822335025381,0.7776649746192893,0.7560975609756098,0.7540650406504065,0.774390243902439,0.7655400107300565,0.009446475643570719,52
49,1.2538469314575196,0.013761909617486218,0.006801414489746094,0.000748918418682385,mle,1.0,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 1.0, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7756345177664975,0.750253807106599,0.7703252032520326,0.7611788617886179,0.766260162601626,0.7647305105030746,0.008657100515981737,53
