,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,12.293695306777954,0.13471890917103624,0.007399845123291016,0.0010197674448789338,mle,0.01,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7979695431472081,0.8071065989847716,0.7896341463414634,0.7957317073170732,0.801829268292683,0.7984542528166398,0.005859953913999899,1
33,1.1824444770812987,0.015818132311904227,0.0067996978759765625,0.0007483282496132759,mle,0.1,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7959390862944162,0.8131979695431472,0.7855691056910569,0.7977642276422764,0.7926829268292683,0.797030663200033,0.009092651575917073,2
21,4.649794673919677,0.09994977744723445,0.00690302848815918,0.0004936708386555404,mle,0.01,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7979695431472081,0.8081218274111676,0.7794715447154471,0.7865853658536586,0.8079268292682927,0.7960150220791549,0.011444571623948742,3
20,4.538100910186768,0.020917304798503733,0.007600021362304687,0.0004894538764966158,mle,0.01,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.8020304568527918,0.8020304568527918,0.7835365853658537,0.7876016260162602,0.8038617886178862,0.7958121827411168,0.00848803337975094,4
23,12.246212196350097,0.07510679333939893,0.007502317428588867,0.0010002518629464892,mle,0.01,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7949238578680203,0.8121827411167513,0.7865853658536586,0.7936991869918699,0.7916666666666666,0.7958115636993933,0.008666816083530314,5
35,2.2570800304412844,0.010795335867049212,0.006800222396850586,0.000979773571230148,mle,0.1,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7959390862944162,0.8060913705583757,0.7926829268292683,0.7865853658536586,0.7967479674796748,0.7956093434030788,0.006344669782147614,6
37,4.701935148239135,0.11201946169242619,0.007502603530883789,0.0008917337470840389,mle,0.1,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7888324873096447,0.7979695431472081,0.7967479674796748,0.8008130081300813,0.7916666666666666,0.7952059345466551,0.0043497567528034695,7
32,1.1928433895111084,0.02185701511815661,0.007502460479736328,0.0004472618060893788,mle,0.1,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7939086294416243,0.8,0.7916666666666666,0.7886178861788617,0.7967479674796748,0.7941882299533656,0.0039444673886267784,8
19,2.2861401081085204,0.04423627266335611,0.006799650192260742,0.0007485704242855014,mle,0.01,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.8020304568527918,0.8071065989847716,0.7835365853658537,0.7764227642276422,0.8008130081300813,0.7939818827122281,0.011841696466429625,9
18,2.2947503089904786,0.040850502717693686,0.006700992584228516,0.001248253625848339,mle,0.01,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.798984771573604,0.8010152284263959,0.782520325203252,0.7815040650406504,0.8038617886178862,0.7935772357723577,0.009574486181993377,10
40,2.4785043716430666,0.037334132497257054,0.007200431823730469,0.00039973277458633504,mle,0.1,6,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7949238578680203,0.7959390862944162,0.7916666666666666,0.7876016260162602,0.7967479674796748,0.7933758408650077,0.0033645402431273603,11
28,8.747492933273316,0.14121536327342527,0.007000255584716797,6.106495129998063e-07,mle,0.01,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7969543147208121,0.798984771573604,0.7855691056910569,0.7845528455284553,0.8008130081300813,0.793374809128802,0.006904598340552789,12
30,21.467055749893188,0.13148036511247801,0.008201313018798829,0.00039937978328495155,mle,0.01,6,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.798984771573604,0.7979695431472081,0.7926829268292683,0.7815040650406504,0.7957317073170732,0.7933746027815609,0.006317143254854401,13
41,2.443975067138672,0.05277649853400296,0.007200193405151367,0.0009805038477954425,mle,0.1,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.8010152284263959,0.8030456852791878,0.7957317073170732,0.7733739837398373,0.7916666666666666,0.7929666542858322,0.01057898517496483,14
2,2.814911460876465,0.0875525021010799,0.008003473281860352,0.0006335482327091295,mle,0.001,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8050761421319796,0.8020304568527918,0.7815040650406504,0.774390243902439,0.8008130081300813,0.7927627832115884,0.012382436265771022,15
31,22.698568964004515,0.5077518757074271,0.008302593231201172,0.0007487342336544722,mle,0.01,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.798984771573604,0.8030456852791878,0.7977642276422764,0.7754065040650406,0.7876016260162602,0.7925605629152738,0.009971350607302186,16
6,12.514950561523438,0.23248210344384257,0.007599782943725586,0.0007999301609594233,mle,0.001,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.8010152284263959,0.8040609137055837,0.7845528455284553,0.7723577235772358,0.8008130081300813,0.7925599438735504,0.012199348690632704,17
