,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,13.435748052597045,0.11129870754628797,0.00721435546875,0.0010775008602020204,mle,0.01,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7979695431472081,0.8030456852791878,0.7967479674796748,0.8109756097560976,0.8058943089430894,0.8029266229210515,0.005222182459255343,1
31,24.46378116607666,0.7906519636715192,0.008311271667480469,0.0012114793361879192,mle,0.01,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.8040609137055837,0.8040609137055837,0.7967479674796748,0.8048780487804879,0.8038617886178862,0.8027219264578432,0.003007394513068307,2
33,1.2359063625335693,0.018339329102915216,0.007412624359130859,0.0005819810193746183,mle,0.1,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7959390862944162,0.8,0.7916666666666666,0.8150406504065041,0.8089430894308943,0.8023178985596962,0.008547189118336839,3
23,13.283074378967285,0.12621909876323373,0.008117294311523438,0.0008021701084821071,mle,0.01,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7959390862944162,0.8020304568527918,0.7957317073170732,0.8089430894308943,0.8089430894308943,0.802317485865214,0.005864061579536631,4
32,1.2504743099212647,0.008362092195003777,0.007413816452026367,0.0008041895132041548,mle,0.1,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.798984771573604,0.8071065989847716,0.8038617886178862,0.7957317073170732,0.7997967479674797,0.8010963228921628,0.003967313035640145,5
20,4.914537048339843,0.0708666936125299,0.0076201438903808595,0.00048549494140252933,mle,0.01,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7969543147208121,0.7959390862944162,0.8008130081300813,0.7997967479674797,0.8089430894308943,0.8004892493087367,0.004588061392153305,6
19,2.4167392253875732,0.03995464667075594,0.008216762542724609,0.0008127869673676192,mle,0.01,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7949238578680203,0.7979695431472081,0.7977642276422764,0.7997967479674797,0.8099593495934959,0.800082745243696,0.005178501208807211,7
18,2.3905861377716064,0.011042526947088752,0.007314205169677734,0.0008186841734500983,mle,0.01,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7949238578680203,0.8010152284263959,0.7967479674796748,0.8008130081300813,0.8048780487804879,0.7996756221369321,0.0035015385289677656,8
41,2.659471893310547,0.028347368107899583,0.007013511657714844,0.0011890006720119389,mle,0.1,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.8030456852791878,0.8030456852791878,0.7896341463414634,0.801829268292683,0.8008130081300813,0.7996735586645206,0.005088766150818184,9
16,1.1830452919006347,0.051719074978710505,0.006812238693237304,0.0003969688558675173,mle,0.01,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7928934010152284,0.7969543147208121,0.7987804878048781,0.7997967479674797,0.8089430894308943,0.7994736081878585,0.005289647931621132,10
6,13.239392375946045,0.03777003397082632,0.008716392517089843,0.0019678190776467462,mle,0.001,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7928934010152284,0.7959390862944162,0.7987804878048781,0.7977642276422764,0.8079268292682927,0.7986608064050185,0.005046743149965723,11
21,5.06121940612793,0.0723022524150447,0.009416532516479493,0.004568564971181456,mle,0.01,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7939086294416243,0.7949238578680203,0.7936991869918699,0.8008130081300813,0.8099593495934959,0.7986608064050184,0.006220203982310748,12
35,2.408176803588867,0.052196743832366534,0.00671539306640625,0.0006822996664395596,mle,0.1,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7979695431472081,0.7928934010152284,0.7977642276422764,0.8028455284552846,0.7997967479674797,0.7982538896454955,0.003240957232824412,13
28,9.572376394271851,0.03579887010289277,0.006711912155151367,0.0006796088939595643,mle,0.01,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.798984771573604,0.8020304568527918,0.7936991869918699,0.7967479674796748,0.7997967479674797,0.798251826173084,0.002835142204851094,14
29,9.68193359375,0.1047029220169777,0.007415056228637695,0.0006649682663618685,mle,0.01,6,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.8010152284263959,0.8020304568527918,0.790650406504065,0.7967479674796748,0.7987804878048781,0.7978449094135611,0.004035075975903251,15
0,1.5339180946350097,0.04216226974367966,0.008516263961791993,0.0023089349346108574,mle,0.001,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7898477157360406,0.7949238578680203,0.7977642276422764,0.7947154471544715,0.806910569105691,0.7968323635013,0.005645310123599752,16
30,23.290050077438355,0.12621245277670187,0.008915996551513672,0.0014978425071349964,mle,0.01,6,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7949238578680203,0.798984771573604,0.7936991869918699,0.7977642276422764,0.7987804878048781,0.7968305063761297,0.002133335001169955,17
2,2.971532201766968,0.04223232414140346,0.008208560943603515,0.0020467238043675377,mle,0.001,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7898477157360406,0.7959390862944162,0.7957317073170732,0.7957317073170732,0.8058943089430894,0.7966289051215385,0.005175287726751565,18
7,12.809387922286987,0.18780388669629408,0.007508754730224609,0.00044686033021794445,mle,0.001,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7928934010152284,0.7979695431472081,0.7947154471544715,0.7957317073170732,0.801829268292683,0.7966278733853329,0.003074454693944865,19
17,1.2671645164489747,0.01117633801503848,0.007414436340332032,0.0009190935055167264,mle,0.01,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7928934010152284,0.7969543147208121,0.7957317073170732,0.7957317073170732,0.8008130081300813,0.7964248277000536,0.0025678119149396693,20
26,5.330910015106201,0.025961618981037438,0.007718038558959961,0.0007483410625276795,mle,0.01,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.8,0.798984771573604,0.7855691056910569,0.7957317073170732,0.801829268292683,0.7964229705748834,0.005777027725165291,21
4,5.642414093017578,0.032109379143940485,0.012618637084960938,0.006748156611765829,mle,0.001,4,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.001, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7898477157360406,0.7918781725888325,0.7977642276422764,0.7957317073170732,0.8058943089430894,0.7962232264454625,0.005579834087874453,22
34,2.42059588432312,0.02367842656054858,0.007510614395141601,0.0005515487910457448,mle,0.1,4,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7939086294416243,0.8060913705583757,0.7977642276422764,0.7926829268292683,0.7886178861788617,0.7958130081300813,0.005910090334737929,23
