,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_xgb__learning_rate,param_xgb__max_depth,param_xgb__n_estimators,param_xgb__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,20.869916343688963,0.42860519829768207,0.011250591278076172,0.004159676276634958,mle,0.01,4,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7099023709902371,0.7473831123517097,0.9030006978367062,0.9120725750174459,0.9211444521981856,0.8387006416788569,0.09082158929625186,1
30,31.028521680831908,0.4128667784419215,0.007542610168457031,0.0032746411843138203,mle,0.01,6,500,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 0.9}",0.7112970711297071,0.7418004187020237,0.9057920446615492,0.9113747383112352,0.9197487787857641,0.8380026103180558,0.09161928614298101,2
23,20.68593454360962,0.5770717957462558,0.008813142776489258,0.0016346582651353262,mle,0.01,4,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 4, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.7092050209205021,0.7418004187020237,0.9036985345429169,0.9106769016050245,0.9218422889043963,0.8374446329349727,0.09216151343357072,3
32,1.79347825050354,0.027652960244794217,0.008332157135009765,0.00136881461003037,mle,0.1,4,50,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 0.9}",0.7099023709902371,0.7418004187020237,0.900907187718074,0.9092812281926029,0.9225401256106072,0.8368862662427091,0.09147952840162471,4
37,7.334238719940186,0.10326140947140384,0.011382484436035156,0.006084671291980869,mle,0.1,4,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.701534170153417,0.7459874389392882,0.9106769016050245,0.9099790648988136,0.9148639218422889,0.8366082994877665,0.0932207383028911,5
28,12.985835933685303,0.2380784853582808,0.009366559982299804,0.0024704031770449407,mle,0.01,6,200,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 0.9}",0.7161785216178521,0.7466852756454989,0.895324494068388,0.9050942079553385,0.9197487787857641,0.8366062556145681,0.08676373903469775,6
31,30.482276153564452,0.3094687341157722,0.007413434982299805,0.005287595040504554,mle,0.01,6,500,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 500, 'xgb__subsample': 1}",0.706415620641562,0.7452896022330775,0.9050942079553385,0.9099790648988136,0.9155617585484996,0.8364680508554583,0.0912100622939559,7
33,1.766968059539795,0.009502989304594126,0.006600475311279297,0.004096022025798634,mle,0.1,4,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.7050209205020921,0.743893928820656,0.9016050244242847,0.9106769016050245,0.9190509420795534,0.8360495434863221,0.09210554075056214,8
35,3.5367840766906737,0.020986834864374842,0.006464672088623047,0.005874208301765967,mle,0.1,4,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 4, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.702928870292887,0.7466852756454989,0.9050942079553385,0.9092812281926029,0.9155617585484996,0.8359102681269655,0.09182508011510174,9
27,7.496062898635865,0.19530855190317706,0.008115243911743165,0.0007378102966788674,mle,0.01,6,100,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 1}",0.7245467224546722,0.7571528262386602,0.8981158408932309,0.8946266573621773,0.9043963712491278,0.8357676836395737,0.07824572355684878,10
29,12.694801521301269,0.35264933831841067,0.00844717025756836,0.0023898647718134333,mle,0.01,6,200,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 200, 'xgb__subsample': 1}",0.7154811715481172,0.7508722958827634,0.9002093510118633,0.900907187718074,0.9106769016050245,0.8356293815531686,0.08447869629401361,11
41,3.1514124393463137,0.06716861138043335,0.009334278106689454,0.006423355051114603,mle,0.1,6,50,1,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.1, 'xgb__max_depth': 6, 'xgb__n_estimators': 50, 'xgb__subsample': 1}",0.706415620641562,0.743893928820656,0.9036985345429169,0.9078855547801814,0.9134682484298674,0.8350723774430368,0.09057956876014552,12
26,8.185712432861328,0.17427134475281864,0.009029483795166016,0.0010945505324449953,mle,0.01,6,100,0.9,"{'pca__n_components': 'mle', 'xgb__learning_rate': 0.01, 'xgb__max_depth': 6, 'xgb__n_estimators': 100, 'xgb__subsample': 0.9}",0.7231520223152023,0.7522679692951849,0.8918353105373342,0.8967201674808095,0.9078855547801814,0.8343722048817425,0.07962979853863522,13
