,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bag__max_features,param_bag__max_samples,param_bag__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12,2.7397780895233153,0.13192096141500792,0.022104358673095702,0.0033844172174769733,0.5,0.75,50,mle,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 'mle'}",0.783756345177665,0.7908629441624365,0.7764227642276422,0.7682926829268293,0.7794715447154471,0.779761256242004,0.007509538546017766,19
54,0.969425106048584,0.09804344237468782,0.007201623916625976,0.0027119622274291025,1.0,0.5,10,mle,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.783756345177665,0.7796954314720812,0.7764227642276422,0.7733739837398373,0.7774390243902439,0.7781375098014939,0.003467501858948361,20
27,0.6274773597717285,0.059906877480896494,0.005600690841674805,0.0004888154438138283,0.75,0.5,10,mle,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7888324873096447,0.7878172588832487,0.7652439024390244,0.766260162601626,0.7774390243902439,0.7771185671247575,0.010106366651637756,21
0,0.4011221885681152,0.02108687242093982,0.004400396347045898,0.00048704597843791345,0.5,0.5,10,mle,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7685279187817259,0.7786802030456853,0.7774390243902439,0.7693089430894309,0.7855691056910569,0.7759050389996285,0.006346325167267063,22
35,1.070439910888672,0.10454107161689423,0.03680992126464844,0.006721526627846894,0.75,0.5,100,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7776649746192893,0.7746192893401015,0.7621951219512195,0.7723577235772358,0.790650406504065,0.7754975031983823,0.00918576326112241,23
72,1.5998512268066407,0.04821447921311548,0.0060021400451660155,0.0006324907873343283,1.0,1.0,10,mle,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7746192893401015,0.7644670050761422,0.766260162601626,0.782520325203252,0.7865853658536586,0.774890429614956,0.008697006901250377,24
45,1.1029489994049073,0.058901910221497766,0.005803585052490234,0.00040152554171919176,0.75,1.0,10,mle,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7766497461928934,0.7573604060913706,0.7835365853658537,0.7754065040650406,0.7804878048780488,0.7746882093186415,0.00912738085389616,25
36,0.9014909267425537,0.062239710614754695,0.005401897430419922,0.000488874826213416,0.75,0.75,10,mle,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 'mle'}",0.7736040609137056,0.7766497461928934,0.7571138211382114,0.7784552845528455,0.7835365853658537,0.7738718996327019,0.00897813935696763,26
61,1.035637378692627,0.09767216723786865,0.03110780715942383,0.0015594128770443465,1.0,0.5,100,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7725888324873097,0.7746192893401015,0.766260162601626,0.7672764227642277,0.7733739837398373,0.7708237381866205,0.0033892532409550763,27
44,1.4038532257080079,0.15611600124334096,0.03580718040466309,0.004294335360957011,0.75,0.75,100,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7654822335025381,0.7593908629441625,0.7733739837398373,0.7642276422764228,0.790650406504065,0.7706250257934051,0.010974095732512864,28
59,0.6658447265625,0.06975890934198606,0.016010856628417967,0.0007033977738983736,1.0,0.5,50,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7736040609137056,0.7634517766497462,0.7682926829268293,0.7652439024390244,0.7774390243902439,0.7696062894639099,0.005214746852146713,29
41,0.7137564182281494,0.07662510852615739,0.01910238265991211,0.002760328882894161,0.75,0.75,50,3,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7695431472081218,0.7695431472081218,0.7571138211382114,0.7703252032520326,0.7804878048780488,0.7694026247369072,0.007413319862184334,30
62,1.2358807563781737,0.07703324492075911,0.033909940719604494,0.003974698565595235,1.0,0.5,100,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.5, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7786802030456853,0.7624365482233503,0.7591463414634146,0.7682926829268293,0.7784552845528455,0.7694022120424251,0.008037084640186916,31
71,1.7349856853485108,0.1519404426472273,0.03140988349914551,0.0013194871916172959,1.0,0.75,100,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7654822335025381,0.7634517766497462,0.7693089430894309,0.758130081300813,0.782520325203252,0.767778671949156,0.008206692688253994,32
68,0.8763761997222901,0.05753292856637378,0.020407772064208983,0.00782056538250381,1.0,0.75,50,3,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.766497461928934,0.7614213197969543,0.7571138211382114,0.7703252032520326,0.782520325203252,0.7675756262638768,0.0087108150354798,33
53,1.5771785736083985,0.15197661816672137,0.0405120849609375,0.005333159778687373,0.75,1.0,100,3,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7695431472081218,0.7624365482233503,0.7621951219512195,0.7611788617886179,0.7804878048780488,0.7671682968098716,0.0072944424643272415,34
77,1.0415081977844238,0.09247772188678655,0.01750807762145996,0.0010524919451658677,1.0,1.0,50,3,"{'bag__max_features': 1.0, 'bag__max_samples': 1.0, 'bag__n_estimators': 50, 'pca__n_components': 3}",0.7746192893401015,0.7583756345177665,0.7550813008130082,0.7632113821138211,0.7835365853658537,0.7669648384301102,0.010604666328545944,35
70,1.3570034980773926,0.09741749649968227,0.03750872611999512,0.008266986453779008,1.0,0.75,100,2,"{'bag__max_features': 1.0, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7705583756345178,0.766497461928934,0.7652439024390244,0.7632113821138211,0.7682926829268293,0.7667607610086253,0.0025194022495300624,36
