,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic__C,param_logistic__max_iter,param_logistic__penalty,param_logistic__solver,param_logistic__tol,param_pca__n_components,param_logistic__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
750,0.3405515193939209,0.037049231528999874,0.005402851104736328,0.0008165629989912772,0.0001,10000,l2,sag,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250119694414955,0.8222459876350465,0.8341271991995329,0.8396460435253899,0.8448069620087861,0.8331676323620503,0.008534186962550856,2565
705,0.35094366073608396,0.021234828804010564,0.005667209625244141,0.0009072227882718269,0.0001,1000,l2,sag,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250015612314994,0.8222407835300485,0.8341532560660385,0.839651254898691,0.8447651732405623,0.8331624057933679,0.00852751284060941,2566
1575,0.33144965171813967,0.01877454317570079,0.005804538726806641,0.0005124427421286191,0.0001,100,elasticnet,saga,0.001,0.8,0,"{'logistic__C': 0.0001, 'logistic__l1_ratio': 0, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250223776514914,0.8221991506900643,0.834121987826232,0.839656466271992,0.8447912912207021,0.8331582547320963,0.008541399533027265,2567
708,0.36727299690246584,0.02200372987032949,0.005812931060791016,0.0007512130999930025,0.0001,1000,l2,sag,0.001,0.95,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.001, 'pca__n_components': 0.95}",0.8248142134515707,0.8220065988051375,0.8342731176519637,0.840104644375886,0.8445875709756111,0.8331572290520338,0.008649936043139368,2568
1608,0.36235628128051756,0.04083727454446308,0.005800485610961914,0.00040066719974505736,0.0001,10000,elasticnet,saga,0.001,0.95,0,"{'logistic__C': 0.0001, 'logistic__l1_ratio': 0, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.001, 'pca__n_components': 0.95}",0.8248090093465725,0.8220326193301276,0.8342626949053615,0.8400629533894772,0.844603241763695,0.8331541037470467,0.00864143454816231,2569
1597,0.3527247905731201,0.01666342482005486,0.00610818862915039,0.0005895622915831664,0.0001,1000,elasticnet,saga,0.01,0.9,0,"{'logistic__C': 0.0001, 'logistic__l1_ratio': 0, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.9}",0.8248610503965528,0.8222928245800287,0.8338874760276829,0.8400368965229718,0.8446920428961705,0.8331540580846812,0.00857644250391533,2570
753,0.35602669715881347,0.033717422340455175,0.006051158905029297,0.000634719723465482,0.0001,10000,l2,sag,0.001,0.95,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.001, 'pca__n_components': 0.95}",0.8248194175565685,0.8220013947001394,0.8342626949053615,0.8400785875093804,0.8445823473795832,0.8331488884102066,0.008644443061710215,2571
730,0.33707261085510254,0.024096022043725653,0.004613494873046875,0.0004760316148059116,0.0001,10000,l2,newton-cg,0.1,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.1, 'pca__n_components': 0.8}",0.8250223776514914,0.8221991506900643,0.8341219878262319,0.8396356207787876,0.8447599496445343,0.833147817318222,0.008529692723628463,2572
640,0.3359025478363037,0.02024670235621034,0.005240249633789063,0.0011231487894592157,0.0001,100,l2,newton-cg,0.1,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.1, 'pca__n_components': 0.8}",0.8250223776514914,0.8221991506900643,0.8341219878262319,0.8396356207787876,0.8447599496445343,0.833147817318222,0.008529692723628463,2572
685,0.33550333976745605,0.014328429177490186,0.00560760498046875,0.001396104805428742,0.0001,1000,l2,newton-cg,0.1,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.1, 'pca__n_components': 0.8}",0.8250223776514914,0.8221991506900643,0.8341219878262319,0.8396356207787876,0.8447599496445343,0.833147817318222,0.008529692723628463,2572
680,0.35619258880615234,0.018903892561707877,0.005995750427246094,0.0007973732780962397,0.0001,1000,l2,newton-cg,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
635,0.34020605087280276,0.027081367175823153,0.007441377639770508,0.0016312041464077666,0.0001,100,l2,newton-cg,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
690,0.3545725345611572,0.022368002620403938,0.006005191802978515,0.00031688728443856023,0.0001,1000,l2,lbfgs,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
695,0.3636334419250488,0.018503686791231145,0.005682039260864258,0.0006872414181982933,0.0001,1000,l2,lbfgs,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
630,0.36012868881225585,0.014012268867904713,0.00475926399230957,0.003375503034329785,0.0001,100,l2,newton-cg,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
650,0.3642625331878662,0.01909923754920783,0.0071375370025634766,0.0025840797403522565,0.0001,100,l2,lbfgs,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
740,0.3303422451019287,0.010182779811785071,0.005001544952392578,0.000783502973499925,0.0001,10000,l2,lbfgs,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
720,0.3429826259613037,0.022652163818522485,0.00528101921081543,0.0010819323779996345,0.0001,10000,l2,newton-cg,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
725,0.353831148147583,0.027018129746040988,0.005236339569091797,0.0006730399212703981,0.0001,10000,l2,newton-cg,0.01,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'newton-cg', 'logistic__tol': 0.01, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
735,0.3469371795654297,0.016421780403748008,0.0056568622589111325,0.00030493341447840723,0.0001,10000,l2,lbfgs,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
645,0.35552778244018557,0.01933323498638039,0.007312583923339844,0.0021955440599642365,0.0001,100,l2,lbfgs,0.001,0.8,,"{'logistic__C': 0.0001, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'lbfgs', 'logistic__tol': 0.001, 'pca__n_components': 0.8}",0.8250275817564895,0.8221939465850663,0.8341219878262319,0.8396199866588844,0.8447651732405622,0.8331457352134469,0.008529084719008585,2575
