,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic__C,param_logistic__max_iter,param_logistic__penalty,param_logistic__solver,param_logistic__tol,param_pca__n_components,param_logistic__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3686,0.01668233871459961,0.0015503959901368163,0.0029916286468505858,0.0007801247311088411,100,10000,elasticnet,saga,0.1,0.85,0.05,"{'logistic__C': 100, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8379233539415891,0.8344027769104269,0.8485939714833654,0.8572709080296841,0.8535930505278443,0.8463568121785819,0.008837507482053485,1
4093,0.018952655792236327,0.0017556598837204034,0.002305889129638672,0.0006131437368290377,1000,10000,elasticnet,saga,0.1,0.95,0.05,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.838355294656425,0.8345380836403756,0.8483542483115151,0.8589177019928291,0.8512789974874504,0.846288865217719,0.008828104612150792,2
3673,0.018938398361206053,0.0038881154296338534,0.0024040699005126952,0.0005808190672388494,100,1000,elasticnet,saga,0.1,0.95,0.05,"{'logistic__C': 100, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8376059035367097,0.8345484918503716,0.8486200283498706,0.8583652964229133,0.8507932030568484,0.8459865846433428,0.00876740433882086,3
3523,0.01557621955871582,0.0016320320597362277,0.0017052650451660155,0.00039825702649010493,10,100,elasticnet,saga,0.1,0.95,0.95,"{'logistic__C': 10, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8378713128916089,0.835126147505152,0.8475100058367382,0.8579483865588261,0.8513991401960938,0.8459709985976838,0.00846766544712708,4
4078,0.017815494537353517,0.0017027718691146065,0.0025125980377197266,0.0004498769087002121,1000,1000,elasticnet,saga,0.1,0.95,0.05,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8379337621515852,0.8349960448802015,0.8474578921037272,0.8586571333277746,0.8507670850767084,0.8459623835079993,0.00861623722857182,5
4228,0.01845402717590332,0.002446028486612379,0.002817726135253906,0.0005273688463041461,1000,10000,elasticnet,saga,0.1,0.95,0.5,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8372624326068403,0.8343038989154644,0.8471452097056618,0.8593710914700242,0.8517021087657164,0.8459569482927414,0.009227634951903426,6
4183,0.019760847091674805,0.003802440386315494,0.0031258106231689454,0.0003752762540841648,1000,10000,elasticnet,saga,0.1,0.95,0.2,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.2, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8383344782364329,0.8342050209205022,0.8476402901692655,0.8587300925539899,0.8507618614806804,0.8459343486721742,0.008778169945301941,7
1482,0.023208045959472658,0.003335569415169379,0.0031211376190185547,0.0007382206328646315,1000,100,l2,sag,0.1,0.9,,"{'logistic__C': 1000, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.1, 'pca__n_components': 0.9}",0.8382720289764567,0.8337626719956701,0.8483281914450095,0.8579379638122238,0.8513207862556741,0.8459243284970068,0.008782839218721984,8
3011,0.016485023498535156,0.0037191881079447473,0.003752994537353516,0.002391282531642146,1,10000,elasticnet,saga,0.1,0.85,0.5,"{'logistic__C': 1, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8383084577114427,0.8341529798705218,0.8477393062619861,0.8566820228466605,0.8526423560507526,0.8459050245482729,0.008493742394460789,9
2923,0.018995046615600586,0.006253220339743554,0.0024169445037841796,0.003907082244805492,1,10000,elasticnet,saga,0.1,0.95,0.1,"{'logistic__C': 1, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8377308020566623,0.8346629821603281,0.847963395313933,0.8578493704661053,0.8512998918715622,0.8459012883737183,0.008593139631698747,10
4256,0.017197370529174805,0.002483375207975273,0.0024135589599609377,0.000582424068050534,1000,1000,elasticnet,saga,0.1,0.85,0.8,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.8, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8370490643019213,0.8340905306105457,0.8475464854498457,0.8575054198282331,0.8532012808257461,0.8458785562032585,0.009038868471577583,11
4106,0.0179412841796875,0.002162101990975746,0.002810764312744141,0.00023368423564455628,1000,100,elasticnet,saga,0.1,0.85,0.1,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375226378567415,0.8341165511355357,0.8481979071124822,0.8563224380888852,0.8531856100376621,0.8458690288462615,0.00867194065932245,12
3866,0.01738772392272949,0.0022316697233412263,0.0029186248779296876,0.00016834084689052023,100,10000,elasticnet,saga,0.1,0.85,0.8,"{'logistic__C': 100, 'logistic__l1_ratio': 0.8, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8384541726513874,0.8335336913757572,0.8477653631284916,0.8569999166180272,0.8525796728984167,0.8458665633344161,0.00871396697722086,13
3416,0.015480232238769532,0.002434825117460636,0.0019060611724853516,0.0004957309635804238,10,10000,elasticnet,saga,0.1,0.85,0.5,"{'logistic__C': 10, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.837647536376694,0.8349856366702054,0.8479112815809222,0.8565308930209289,0.8521670088122065,0.8458484712921914,0.008289146472135444,14
3716,0.01829843521118164,0.002101074099819476,0.0031138896942138673,0.0003747975431765564,100,1000,elasticnet,saga,0.1,0.85,0.1,"{'logistic__C': 100, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8372988613418265,0.8341321634505299,0.8487294671891936,0.8562338447427666,0.8527781695474799,0.8458345012543592,0.008654981928461519,15
4361,0.015243005752563477,0.0018610888763730717,0.0025066852569580076,0.0007721122043077009,1000,10000,elasticnet,saga,0.1,0.85,0.95,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375434542767336,0.8346005329003519,0.8474057783707163,0.8570989327107479,0.852511766150053,0.8458320928817205,0.008589361678984882,16
3566,0.018472051620483397,0.002129136154129997,0.002212810516357422,0.000931508734522516,10,100,elasticnet,saga,0.1,0.85,1,"{'logistic__C': 10, 'logistic__l1_ratio': 1, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8382199879264763,0.8347098191053103,0.847728883515384,0.8557387642791628,0.8526580268388364,0.845811096333034,0.008123795157480958,17
2938,0.021959447860717775,0.0034163242494022615,0.002519702911376953,0.002213292536298817,1,100,elasticnet,saga,0.1,0.95,0.2,"{'logistic__C': 1, 'logistic__l1_ratio': 0.2, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.838823664106247,0.8341321634505299,0.8464625198032185,0.8582610689568916,0.8513730222159539,0.8458104877065681,0.008620706130535385,18
3118,0.020816612243652343,0.00289408829139189,0.001834726333618164,0.0021922933416051883,1,100,elasticnet,saga,0.1,0.95,0.95,"{'logistic__C': 1, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8379129457315931,0.8345276754303795,0.8469106979071126,0.8581568414908697,0.8515140593087093,0.8458044439737329,0.008670022869011838,19
3238,0.01715364456176758,0.0017150439634543684,0.0019194602966308594,0.0017258249510618464,10,10000,elasticnet,saga,0.1,0.95,0,"{'logistic__C': 10, 'logistic__l1_ratio': 0, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8382303961364725,0.8341113470305377,0.8471191528391563,0.8571093554573502,0.8524334122096333,0.84580073273463,0.008573999659708573,20
3836,0.01909213066101074,0.0028291315739802842,0.0027994632720947264,0.0006775805079183439,100,100,elasticnet,saga,0.1,0.85,0.8,"{'logistic__C': 100, 'logistic__l1_ratio': 0.8, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8379493744665792,0.8335232831657611,0.8481614274993746,0.8559941215709164,0.8533736594946694,0.8458003732394601,0.008708695302697935,21
1476,0.033252382278442384,0.00951046343640266,0.0029004573822021484,0.0006573823889560987,1000,100,l2,sag,0.01,0.85,,"{'logistic__C': 1000, 'logistic__max_iter': 100, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8378348841566228,0.8339031828306168,0.8477705745017928,0.8568539981655966,0.8526371324547244,0.8457999544218706,0.008692499625140482,22
3133,0.017666435241699217,0.006050708914045672,0.004262781143188477,0.003064847666023372,1,1000,elasticnet,saga,0.1,0.95,0.95,"{'logistic__C': 1, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8359041612023564,0.8344131851204228,0.8472233803051781,0.8589906612190445,0.8523863998453816,0.8457835575384767,0.009455009726594885,23
2981,0.016637420654296874,0.0047533848655559,0.002304267883300781,0.0033150112338528326,1,100,elasticnet,saga,0.1,0.85,0.5,"{'logistic__C': 1, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375226378567414,0.8334920585357731,0.8478591678479114,0.8575627449345452,0.8524804245738853,0.8457834067497714,0.009024734717055467,24
2878,0.018648862838745117,0.0031924918974642236,0.0023325443267822265,0.00041740859539554767,1,10000,elasticnet,saga,0.1,0.95,0.05,"{'logistic__C': 1, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8377203938466663,0.8345641041653657,0.8476090219294589,0.857891061452514,0.8511118424145551,0.845779284761712,0.008593081431256805,25
3941,0.01795353889465332,0.0033327684723224835,0.0028173446655273436,0.0005251886148904474,100,1000,elasticnet,saga,0.1,0.85,0.95,"{'logistic__C': 100, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8372520243968442,0.8340593059805574,0.8479425498207287,0.8565048361544233,0.8531333740773823,0.8457784180859871,0.008762098678529413,26
3143,0.02669973373413086,0.005234393127780265,0.0009616374969482422,0.0019232749938964842,1,10000,elasticnet,saga,0.01,0.95,0.95,"{'logistic__C': 1, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377776390016444,0.8346057370053497,0.8471764779454681,0.8583705077962145,0.8509342401496038,0.845772920379656,0.008671088895346405,27
3818,0.030550575256347655,0.0018388169795103368,0.003308820724487305,0.00039713331693584566,100,10000,elasticnet,saga,0.01,0.95,0.5,"{'logistic__C': 100, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377255979516642,0.8345641041653656,0.8472859167847911,0.8581985324772784,0.8510857244344152,0.845771975162703,0.008663807889899455,28
1116,0.0280606746673584,0.004045227016945899,0.002613067626953125,0.0005922462627457242,1,1000,l2,sag,0.01,0.85,,"{'logistic__C': 1, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8377672307916486,0.8340645100855555,0.8478487451013091,0.8564475110481113,0.8527311571832281,0.8457718308419704,0.008577306396389867,29
3353,0.02388339042663574,0.0033607832194265798,0.003004598617553711,0.0006261869134672919,10,1000,elasticnet,saga,0.01,0.95,0.2,"{'logistic__C': 10, 'logistic__l1_ratio': 0.2, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8378765169966069,0.8345016549053894,0.8475047944634371,0.8581881097306762,0.8507723086727365,0.8457686769537693,0.008620031548836159,30
4011,0.019964027404785156,0.004311523713141941,0.0027881145477294924,0.0007463980397191014,1000,100,elasticnet,saga,0.01,0.85,0,"{'logistic__C': 1000, 'logistic__l1_ratio': 0, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8378296800516246,0.833986448510585,0.8475933878095556,0.85682272992579,0.8525431077262208,0.8457550708047552,0.008640164609188768,31
3146,0.016858386993408202,0.004203141799950669,0.00362091064453125,0.0031493804083652928,1,10000,elasticnet,saga,0.1,0.85,0.95,"{'logistic__C': 1, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375538624867295,0.8341946127105061,0.8475569081964479,0.8574897857083299,0.8519685121631434,0.8457527362530314,0.008723084171808665,32
3201,0.018096923828125,0.002855658668039534,0.0021716594696044923,0.0043433189392089845,10,100,elasticnet,saga,0.01,0.85,0,"{'logistic__C': 10, 'logistic__l1_ratio': 0, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8379805990965674,0.8339031828306168,0.8476507129158676,0.8565830067539398,0.8526423560507524,0.8457519715295488,0.008592810539726839,33
4198,0.018044185638427735,0.0030186324382461245,0.002200746536254883,0.0007475375779362329,1000,100,elasticnet,saga,0.1,0.95,0.5,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8377932513166386,0.8346785944753222,0.8473692987576086,0.8587665721670975,0.8501402535533512,0.8457495940540035,0.008685775437903527,34
4118,0.02619776725769043,0.0033769680012073343,0.003012943267822266,0.000554920324064322,1000,1000,elasticnet,saga,0.01,0.95,0.1,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8376163117467058,0.8345380836403756,0.8474005669974152,0.8581412073709664,0.8510491592622194,0.8457490658035365,0.008674231137143945,35
2996,0.018382740020751954,0.0027949374957051336,0.0,0.0,1,1000,elasticnet,saga,0.1,0.85,0.5,"{'logistic__C': 1, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375850871167176,0.8341737962905139,0.8481666388726756,0.8561713082631535,0.8526266852626685,0.8457447031611458,0.00851359811115136,36
4223,0.028185272216796876,0.003714483357613456,0.002408933639526367,0.0008054193104393368,1000,10000,elasticnet,saga,0.01,0.95,0.5,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8379389662565832,0.8344235933304189,0.84699407987993,0.858177686984074,0.8511588547788068,0.8457386362459627,0.008655055621438713,37
3938,0.028182268142700195,0.002348675293126834,0.0023099422454833985,0.0008830989230974591,100,1000,elasticnet,saga,0.01,0.95,0.95,"{'logistic__C': 100, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377099856366702,0.8343559399654448,0.8471921120653715,0.8585112148753439,0.850908122169464,0.8457354749424588,0.008786351879659942,38
3928,0.0255279541015625,0.0034383878570444005,0.003309011459350586,0.001666819770963468,100,100,elasticnet,saga,0.1,0.95,0.95,"{'logistic__C': 100, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8381679468764962,0.834428797435417,0.8464051946969064,0.8584851580088385,0.8511745255668908,0.8457323245169096,0.008691312929462753,39
2906,0.020724010467529298,0.0034117686486925124,0.0017138481140136718,0.0014080064256663933,1,1000,elasticnet,saga,0.1,0.85,0.1,"{'logistic__C': 1, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8377828431066425,0.8342570619704823,0.8473640873843076,0.8567862503126824,0.8524699773818292,0.8457320440311887,0.008545452550804859,40
4178,0.026169681549072267,0.005091611226777077,0.0027086734771728516,0.0007513836018729975,1000,10000,elasticnet,saga,0.01,0.95,0.2,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.2, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.837647536376694,0.8343351235454526,0.8473536646377053,0.8583079713166013,0.8509969233019394,0.8457282438356785,0.008760725341903957,41
4028,0.022907161712646486,0.0037892709593745112,0.0020183563232421876,0.000532809007024179,1000,1000,elasticnet,saga,0.01,0.95,0,"{'logistic__C': 1000, 'logistic__l1_ratio': 0, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8376995774266742,0.8343663481754408,0.8472702826648879,0.8582141665971817,0.8510805008383872,0.8457261751405143,0.0087232441429065,42
3683,0.026515769958496093,0.0035189925500380276,0.0019908905029296874,0.0006306777863646698,100,10000,elasticnet,saga,0.01,0.95,0.05,"{'logistic__C': 100, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377880472116407,0.8343507358604467,0.8473171850245976,0.8580838822646543,0.8510909480304432,0.8457261596783565,0.00867686025940557,43
3193,0.020309877395629884,0.002608694483331724,0.002257966995239258,0.0027905527286686965,1,10000,elasticnet,saga,0.1,0.95,1,"{'logistic__C': 1, 'logistic__l1_ratio': 1, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8377464143716562,0.8346681862653261,0.8470878845993496,0.8579640206787292,0.8511588547788069,0.8457250721387736,0.00856841663236255,44
3621,0.021823740005493163,0.0021535158367193934,0.002508211135864258,0.0006420205231206826,100,1000,elasticnet,saga,0.01,0.85,0,"{'logistic__C': 100, 'logistic__l1_ratio': 0, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8378192718416287,0.8339812444055871,0.8476038105561576,0.8566768114733594,0.8525431077262208,0.8457248492005908,0.008606683794376947,45
3013,0.018986320495605467,0.002427219182836621,0.004460430145263672,0.003919780704478165,1,10000,elasticnet,saga,0.1,0.95,0.5,"{'logistic__C': 1, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.837912945731593,0.8325449114261328,0.847108730092554,0.8599443425331443,0.851111842414555,0.8457245544395959,0.009673318023905489,46
3148,0.02149658203125,0.0017481003402667298,0.0008028507232666016,0.0016057014465332032,1,10000,elasticnet,saga,0.1,0.95,0.95,"{'logistic__C': 1, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8383136618164408,0.835100126980162,0.8476455015425666,0.8570885099641457,0.8504641165070858,0.8457223833620802,0.00803856624371242,47
2953,0.0216033935546875,0.002522461190780787,0.0017368793487548828,0.0022874549937775615,1,1000,elasticnet,saga,0.1,0.95,0.2,"{'logistic__C': 1, 'logistic__l1_ratio': 0.2, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.95}",0.8367055933720517,0.8345901246903557,0.8489431334945384,0.8575575335612441,0.8508088738449323,0.8457210517926244,0.008735514559288669,48
4103,0.023949813842773438,0.002094703061039996,0.0026059627532958986,0.000988152398393358,1000,100,elasticnet,saga,0.01,0.95,0.1,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.1, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8378036595266347,0.834428797435417,0.8471087300925539,0.8583079713166013,0.8509551345337157,0.8457208585809844,0.008694273113751674,49
3266,0.015346670150756836,0.0011333376921188554,0.002765369415283203,0.0006366423134652412,10,1000,elasticnet,saga,0.1,0.85,0.05,"{'logistic__C': 10, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8375694748017236,0.8342154291304982,0.847384932877512,0.8562182106228633,0.8532117280178019,0.8457199550900798,0.00857783921917847,50
1523,0.03366837501525879,0.004714175569621415,0.0025086402893066406,0.0004396597627672155,1000,1000,l2,sag,0.01,0.95,,"{'logistic__C': 1000, 'logistic__max_iter': 1000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377984554216364,0.8343403276504506,0.8470618277328441,0.85839656466272,0.8509916997059115,0.8457177750347125,0.008746821109863905,51
1568,0.03469376564025879,0.0036326602545600378,0.0028143405914306642,0.0006698373675578724,1000,10000,l2,sag,0.01,0.95,,"{'logistic__C': 1000, 'logistic__max_iter': 10000, 'logistic__penalty': 'l2', 'logistic__solver': 'sag', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8378088636316326,0.8344912466953934,0.8472390144250813,0.8581933211039773,0.8508506626131562,0.8457166216938482,0.008635806452050955,52
3071,0.016681337356567384,0.00507178217970889,0.0035904407501220702,0.002968369749941676,1,100,elasticnet,saga,0.1,0.85,0.9,"{'logistic__C': 1, 'logistic__l1_ratio': 0.9, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.1, 'pca__n_components': 0.85}",0.8365390620121151,0.8336637940007078,0.8485366463770533,0.8569999166180272,0.8528408526998155,0.8457160543415438,0.00911611985977737,53
3653,0.028390169143676758,0.0033220738232833413,0.0025093555450439453,0.0004466559393832957,100,100,elasticnet,saga,0.01,0.95,0.05,"{'logistic__C': 100, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8376006994317118,0.8344912466953933,0.847285916784791,0.8581828983573752,0.8510178176860514,0.8457157157910646,0.008693108233531711,54
4058,0.028432798385620118,0.0032273444296006424,0.0030681133270263673,0.0006276984737049784,1000,100,elasticnet,saga,0.01,0.95,0.05,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.05, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8378400882616208,0.8343351235454526,0.8473588760110063,0.8580317685316434,0.8509812525138555,0.8457094217727157,0.008644700091573561,55
3006,0.0214813232421875,0.004099067747578614,0.004479646682739258,0.0032744023654253224,1,10000,elasticnet,saga,0.01,0.85,0.5,"{'logistic__C': 1, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 10000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8377360061616602,0.8339031828306168,0.8477028266488785,0.8565465271408321,0.8526580268388364,0.8457093139241648,0.008633217969347058,56
3483,0.036637401580810545,0.0031191221923490995,0.002788066864013672,0.00039594678131325985,10,1000,elasticnet,saga,0.001,0.95,0.9,"{'logistic__C': 10, 'logistic__l1_ratio': 0.9, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.001, 'pca__n_components': 0.95}",0.8377203938466662,0.834434001540415,0.8472598599182857,0.8581568414908697,0.8509603581297436,0.845706290985196,0.008670341035019395,57
4206,0.02528719902038574,0.0027132451401171084,0.0025029659271240236,0.0006391600116324497,1000,1000,elasticnet,saga,0.01,0.85,0.5,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.5, 'logistic__max_iter': 1000, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.85}",0.8377568225816524,0.8339916526155831,0.8478018427415992,0.8565569498874344,0.8524229650175774,0.8457060465687694,0.008575180995930111,58
4328,0.026979637145996094,0.0029610774832244955,0.002612018585205078,0.0005858425400881721,1000,100,elasticnet,saga,0.01,0.95,0.95,"{'logistic__C': 1000, 'logistic__l1_ratio': 0.95, 'logistic__max_iter': 100, 'logistic__penalty': 'elasticnet', 'logistic__solver': 'saga', 'logistic__tol': 0.01, 'pca__n_components': 0.95}",0.8377360061616603,0.8343663481754408,0.8472025348119737,0.8582975485699992,0.8509237929575477,0.8457052461353243,0.008719180897604713,59
